Table 1
Grant Activity,,,,,,,,,,,,,,,,,,,
Beloved In Christ,,,,,,,,,,,,,,,,,,,
Transaction ID,Charity,Charity Address,Grant Status,Contact Person,Grant Letter,Grant Type,Amount,Foreign Currency Amount,Currency,Recommendation Submitted Date,Requested Payment Date,Sent Date,Recommended By,Recognition,Grant Purpose,Special Note,Cleared Date,Check Number / Payment ID,EIN
8720427,HV3 Foundation,"160 Cone Cir Southern Pines, NC 28387",Payment Cleared,,Yes,Single,"15,000.00",0.00,USD,1/26/24,1/27/24,2/6/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,,2/6/24,468027,83-1779871
9802532,Friends of Mishteret Yisrael - Yatar Division Inc,"P.O. Box 632 Woodmere, NY 11598",Payment Cleared,,Yes,Single,"15,000.00",0.00,USD,11/7/24,11/7/24,12/3/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support. Recommended by the Beloved in Christ Fund.,,12/3/24,505167,81-1341527
8302156,United in Crisis Inc.,"PO Box 275 Leander, TX 78646",Payment Cleared,,Yes,Single,"40,000.00",0.00,USD,10/16/23,10/17/23,10/19/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most. Recommended by the Beloved in Christ Fund,,10/19/23,446528,92-3622073
7558285,"First Baptist Church, Friendswood","111 E. Heritage Drive Friendswood, TX 77546",Payment Cleared,,Yes,Single,"25,000.00",0.00,USD,3/7/23,3/8/23,3/13/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,"Support for Westlynn Baptist Church Refugee Ministry Fund and at the discretion of the charity, Farzana's Family. Recommended by the Beloved in Christ Fund.",Part of the grantee's partnership with Westlynn Baptist Church is to financially support refugee ministries. Westlynn has a Refugee Ministry Fund for this purpose. This is not a duplicate transaction.,3/13/23,425108,76-0078919
8430627,"CURE International, Inc.","70 Ionia Ave SW Ste 200 , Grand Rapids, MI 49503",Payment Cleared,,Yes,Single,"400,000.00",0.00,USD,11/27/23,11/28/23,12/4/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most. Recommended by the Beloved in Christ Fund,,12/4/23,453701,58-2248383
9255360,Beloved in Christ Gallery,"511 N. Highway 281 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"100,000.00",0.00,USD,6/20/24,6/20/24,6/27/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,General support. Recommended by Beloved in Christ Fund.,The grantee is a Private Operating Foundation that has signed an affidavit prepared by legal.,6/27/24,485826,87-4045476
4926060,Westlake Bible Church,"9300 BEE CAVE ROAD , AUSTIN, TX 78733-6207",Payment Cleared,,Yes,Single,"10,000.00",0.00,USD,11/2/20,11/2/20,11/6/20,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,11/6/20,340430,74-2132967
9194911,M3 Romania NFP,"1601 Winchester Ln Schaumburg, IL 60193",Payment Cleared,,Yes,Single,"87,000.00",0.00,USD,6/6/24,6/6/24,6/13/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support.  Recommended by the Beloved in Christ Fund.,,6/13/24,484327,27-2939056
9830297,M3 Romania NFP,"1601 Winchester Ln Schaumburg, IL 60193",Payment Cleared,,Yes,Single,"64,000.00",0.00,USD,11/13/24,11/13/24,11/18/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund.,,11/18/24,503850,27-2939056
7002504,Luis Palau Evangelistic Association,"PO Box 50 Portland, OR 97207",Payment Cleared,,Yes,Single,"50,000.00",0.00,USD,9/16/22,9/17/22,9/27/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Evangelism event at SXSW 2023,"Per charity, event is free and open to the public.",9/27/22,403080,93-0713827
10284474,Family Life Church Austin Inc,"1800 Lavaca St., #706 Austin, TX 78701",Cancelled,,No,Single,"5,000.00",0.00,USD,2/9/25,2/9/25,,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund.,,,,84-2302704
8463377,Activate Church,"3520 NE 3rd Ave Camas, WA 98607",Payment Cleared,Randy Mishler,Yes,Single,"100,000.00",0.00,USD,12/7/23,12/8/23,12/14/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most. Recommended by the Beloved in Christ Fund.,,12/14/23,458358,45-3852067
5495846,Austin Disaster Relief Network,"P.O. Box 15424  , Austin, TX 78761-5424",Payment Cleared,Daniel Geraci,Yes,Single,"150,000.00",0.00,USD,5/13/21,5/13/21,5/18/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,5/18/21,358627,26-4789907
6184412,BIBLE PROJECT,"1302 SE Ankeny Street Portland, OR 97214",Payment Cleared,,Yes,Single,"100,000.00",0.00,USD,12/30/21,12/31/21,1/3/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,1/12/22,87783,46-4277592
7611289,"Mountain Metro Church, Inc.","855 West Lake Blvd. Tahoe City, CA 96145",Payment Cleared,,Yes,Single,"400,000.00",0.00,USD,3/16/23,3/17/23,3/27/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift. Recommended by the Beloved in Christ Fund,,3/27/23,426019,82-5259273
3458376,Pine Cove Inc.,"P.O. Box 9000  , Tyler, TX 75711-9000",Payment Cleared,Susan Andreone,No,Single,"365,000.00",0.00,USD,2/18/19,2/18/19,2/28/19,Beloved In Christ Fund and Mr. Lewis Karl Cirne,null,Unrestricted gift.,,2/28/19,303282,75-1254353
3458377,Freedom Generation Church,"P.O. Box 1044 , Spanaway, WA 98387",Payment Cleared,Dean Braxton,No,Single,"50,000.00",0.00,USD,2/18/19,2/18/19,2/28/19,Beloved In Christ Fund and Mr. Lewis Karl Cirne,null,"At the discretion of the charity, support for Dean Braxton Ministries.",Dean Braxton Ministries is fiscally sponored by Freedom Generation Chruch.,2/28/19,303281,75-3094503
8720421,Begin Again Foundation,"PO Box 6029 Virginia Beach, VA 23456",Payment Cleared,,Yes,Single,"25,000.00",0.00,USD,1/26/24,1/27/24,2/1/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support. Recommended by the Beloved in Christ Fund.,,2/1/24,468023,47-5223416
8786049,United in Crisis Inc.,"PO Box 275 Leander, TX 78646",Payment Cleared,,Yes,Single,"100,000.00",0.00,USD,2/13/24,2/14/24,2/22/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,,2/22/24,469712,92-3622073
4985322,GC Relief,"PO Box 1595 Merrifield, VA 22116-1595",Payment Cleared,,Yes,Single,"200,000.00",0.00,USD,11/25/20,11/25/20,11/30/20,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,12/15/20,55015,23-7275342
6173139,Austin Disaster Relief Network,"P.O. Box 15424  , Austin, TX 78761-5424",Payment Cleared,,Yes,Single,"375,000.00",0.00,USD,12/26/21,12/27/21,12/31/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,"At the discretion of the charity, donation for disaster relief to assist Louisiana homes and churches. Recommended by the Beloved in Christ Fund",,12/31/21,380649,26-4789907
6173140,Freedom Generation Church,"P.O. Box 1044 , Spanaway, WA 98387",Payment Cleared,,Yes,Single,"144,000.00",0.00,USD,12/26/21,12/27/21,12/31/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Donation for Dean Braxton Ministries. Recommended by the Beloved in Christ Fund.,Dean Braxton Ministries is fiscally sponsored by Freedom Generation Church.,12/31/21,380650,75-3094503
6173141,Young Life,"P.O. Box 520 Colorado Springs, CO 80901",Payment Cleared,,Yes,Single,"750,000.00",0.00,USD,12/26/21,12/27/21,12/31/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,In Memory of Blake Rodgers,"To support Campership, XD227. Recommended by the Beloved in Christ Fund",Account number referenced in the grant purpose is used internally by the charity for recording keeping purposes.,12/31/21,380602,84-0385934
7467985,Africa New Life Ministries International,"7405 SW Tech Center Drive, #144  , Portland, OR 97223",Payment Cleared,,Yes,Single,"400,000.00",0.00,USD,2/2/23,2/3/23,2/9/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,2/9/23,422142,48-1291935
4136352,Christian Life Church of Austin,"4700 West Gate Blvd Attn: Financial , Austin, TX 78745",Payment Cleared,,No,Single,"25,000.00",0.00,USD,12/23/19,12/23/19,12/30/19,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,1/8/20,36082,74-2453636
4331044,Faith Academy of Marble Falls,"P.O. Box 1240 , Marble Falls, TX 78654",Payment Cleared,Stuart Nunnally,No,Single,"125,000.00",0.00,USD,3/9/20,3/9/20,3/13/20,Beloved In Christ Fund and Mr. Lewis Karl Cirne,In Recognition of Beloved in Christ Foundation,Unrestricted gift,,3/13/20,325844,74-2888658
6347926,Trinity College School Fund Inc.,"2 BRIDLE PATH LN , BEVERLY FARMS, MA 01915-2177",Cancelled,,No,Single,"10,000.00",0.00,USD,2/9/22,2/10/22,,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Alumna support per discussion with Doug Mann,,,,13-6187951
7134184,He Touched Me Ministries,"736 Pheasant Rd. Fort Worth, TX 76131",Payment Cleared,,Yes,Single,"25,000.00",0.00,USD,10/30/22,10/31/22,11/9/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,"At the discretion of the charity, to support of Zambia missionary school. Recommended by the Beloved in Christ Fund",,11/9/22,406559,30-0642828
8180280,America Prays Inc.,"14125 W State Hwy 29 Suite B-203 #321 Liberty Hill, TX 78642",Payment Cleared,,Yes,Single,"50,000.00",0.00,USD,9/13/23,9/14/23,9/20/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most. Recommended by the Beloved in Christ Fund,,9/20/23,443150,82-2988585
9423188,Begin Again Foundation,"PO Box 6029 Virginia Beach, VA 23456",Payment Cleared,,Yes,Single,"100,000.00",0.00,USD,8/4/24,8/4/24,8/8/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,General support. Recommended by Beloved in Christ Fund,,8/8/24,490087,47-5223416
8672270,"The New Horizons Foundation, Inc.","731 Chapel Hills Dr. Colorado Springs, CO 80920",Payment Cleared,,Yes,Single,"35,000.00",0.00,USD,1/12/24,1/13/24,1/18/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,"At the discretion of the charity, to support missionary Tyler Sowel for Project Overflowing Wells 2195.","Per banking team, no relation to Tyler Sowel. ID number referenced in the Grant Purpose is used internally by the charity for record-keeping purposes.",1/18/24,466341,84-1123082
7468017,Faith Academy of Marble Falls,"P.O. Box 1240 , Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"400,000.00",0.00,USD,2/2/23,2/3/23,2/22/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,2/22/23,422180,74-2888658
3625227,Redeemer Lutheran Church,"1500 W ANDERSON LN , AUSTIN, TX 78757-1453",Payment Cleared,,No,Single,"50,000.00",0.00,USD,5/18/19,5/18/19,5/30/19,Beloved In Christ Fund and Mr. Lewis Karl Cirne,null,Unrestricted gift.,,5/30/19,307726,74-6017253
4544136,CRISTA Ministries,"19303 FREMONT AVE N  , SHORELINE, WA 98133-3800",Payment Cleared,Marv Mickley,No,Single,"20,000.00",0.00,USD,6/1/20,6/1/20,6/8/20,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,6/16/20,45548,91-6012289
6617293,Bright City Ministries,"PO Box 1411 Johnson City, TX 78636",Payment Cleared,,Yes,Single,"50,000.00",0.00,USD,5/6/22,5/7/22,5/12/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Ukrainian refugee relief,,5/12/22,392663,85-3966985
6617294,Bright City Ministries,"PO Box 1411 Johnson City, TX 78636",Payment Cleared,,Yes,Single,"100,000.00",0.00,USD,5/6/22,5/7/22,5/12/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Support for families in need in the Marble Falls area,,5/12/22,392662,85-3966985
4544185,Faith Academy of Marble Falls,"P.O. Box 1240 , Marble Falls, TX 78654",Payment Cleared,Stuart Nunnally,No,Single,"150,000.00",0.00,USD,6/1/20,6/1/20,6/9/20,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,6/9/20,331900,74-2888658
4326442,American Red Cross,"P.O. Box 37839  , Boone, IA 50037-0839",Payment Cleared,Michael Hare,No,Single,"10,000.00",0.00,USD,3/6/20,3/6/20,3/17/20,Beloved In Christ Fund and Mr. Lewis Karl Cirne,In Recognition of Beloved in Christ Foundation,"At the discretion of the charity, support for disaster relief from Nashville tornado",,3/17/20,325829,53-0196605
4054791,"The Leukemia &amp; Lymphoma Society dba Blood Cancer United, Inc.","PO Box 98018 Donor Services , Washington, DC 20090-8018",Payment Cleared,,No,Single,"10,000.00",0.00,USD,12/1/19,12/1/19,12/11/19,Beloved In Christ Fund and Mr. Lewis Karl Cirne,In Memory of Jason Exmeyer,Unrestricted gift,,12/11/19,317845,13-5644916
9402624,Trinity College School Fund Inc.,"2 BRIDLE PATH LN , BEVERLY FARMS, MA 01915-2177",Reversed,,Yes,Single,"400,000.00",0.00,USD,7/25/24,7/25/24,,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Cirne Day Student Scholarships (Third gift of an intended five),"Per charity, scholarship recipients are chose by an awards committee.",,489405,13-6187951
9402627,United in Crisis Inc.,"PO Box 275 Leander, TX 78646",Payment Cleared,,Yes,Single,"100,000.00",0.00,USD,7/25/24,7/25/24,8/1/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund,,8/1/24,489410,92-3622073
7558362,"First Baptist Church, Friendswood","111 E. Heritage Drive Friendswood, TX 77546",Payment Cleared,,Yes,Single,"10,000.00",0.00,USD,3/7/23,3/8/23,3/13/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,"Support for Westlynn Baptist Church Refugee Ministry Fund and at the discretion of the charity, Farzana's Family. Recommended by the Beloved in Christ Fund.",Part of the grantee's partnership with Westlynn Baptist Church is to financially support refugee ministries. Westlynn has a Refugee Ministry Fund for this purpose. This is not a duplicate transaction.,3/13/23,425107,76-0078919
7558363,He Touched Me Ministries,"736 Pheasant Rd. Fort Worth, TX 76131",Payment Cleared,,Yes,Single,"70,000.00",0.00,USD,3/7/23,3/8/23,3/20/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund,,3/20/23,425705,30-0642828
4326448,TexARTS,"2300 Lohman's Spur Suite 160 , Austin, TX 78734",Payment Cleared,,No,Single,"20,000.00",0.00,USD,3/6/20,3/6/20,3/13/20,Beloved In Christ Fund and Mr. Lewis Karl Cirne,In Recognition of Beloved in Christ Foundation,Unrestricted gift,,3/13/20,325790,86-1150456
9402629,Bright City Ministries,"PO Box 3032 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"125,000.00",0.00,USD,7/25/24,7/25/24,8/7/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Support for the Benevolence Ministry,,8/7/24,489406,85-3966985
7337816,Village Enterprise Fund,"751 Laurel Street, PMB #222  , San Carlos, CA 94070",Payment Cleared,,Yes,Single,"50,000.00",0.00,USD,12/21/22,12/22/22,1/10/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Annual support,,1/10/23,416527,22-2852248
9425096,Alliance Defending Freedom,"15100 N. 90th Street Scottsdale, AZ 85260",Payment Cleared,,Yes,Single,"15,000.00",0.00,USD,8/5/24,8/5/24,8/8/24,Anonymous,None,General support. Recommended by the Beloved in Christ Fund,,8/8/24,490084,54-1660459
11378256,Beloved in Christ Gallery,"PO Box 1149 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"500,000.00",,USD,9/25/25,9/25/25,10/2/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,General support,The grantee is a Private Operating Foundation that has signed an affidavit prepared by legal.,10/2/25,561426,87-4045476
11454462,Zinduka Arise Afrika Mission Inc,"1601 W Memorial Rd Oklahoma City, OK 73134",Payment Cleared,Bishop Gibson Anduvate,Yes,Single,"100,000.00",,USD,10/7/25,10/7/25,10/14/25,Beloved In Christ,None,"ICC Nairobi Ministry's Dream Centre in Nairobi, Kenya.",ICC - International Christian Centre,10/14/25,563281,87-3930135
11532209,Christian Life Church of Austin,"4700 West Gate Blvd Attn: Financial , Austin, TX 78745",Payment Cleared,,Yes,Single,"5,000.00",,USD,10/19/25,10/19/25,10/23/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,,10/23/25,565313,74-2453636
11136899,Jesus Image Inc,"P.O. Box 950640 Lake Mary, FL 32795",Reversed,"Kaylee Wheeler, JesusImage Partners",Yes,Single,"5,000.00",0.00,USD,7/16/25,7/16/25,9/26/25,Beloved In Christ,None,Jesus School scholarship fund,,,193658,26-3838368
10561374,"Mountain Metro Church, Inc.","855 W Lake Blvd Tahoe City, CA 96145",Payment Cleared,,Yes,Single,"25,000.00",0.00,USD,4/7/25,4/7/25,4/10/25,Beloved In Christ,None,Where needed most / Unrestricted / General support,,4/10/25,535430,82-5259273
11027105,Highland Lakes Crisis Network,"1000 Ridge Point Dr Marble Falls, TX 78654",Payment Cleared,Kevin Naumann,Yes,Single,"100,000.00",0.00,USD,7/7/25,7/7/25,7/14/25,Beloved In Christ,None,"At the discretion of the charity, to support Hill Country Flood Disaster Relief. Recommended by the Beloved in Christ Fund.",,7/14/25,549629,83-2515465
11201598,Christian Life Church of Austin,"4700 West Gate Blvd Attn: Financial , Austin, TX 78745",Payment Cleared,,Yes,Single,"5,000.00",0.00,USD,8/10/25,8/10/25,8/13/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,,8/21/25,190820,74-2453636
11665829,"Mountain Metro Church, Inc.","P.O. Box 1149 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"150,000.00",,USD,11/11/25,11/11/25,11/19/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,General support. Recommended by Beloved in Christ Fund,,11/19/25,570926,82-5259273
11347182,Volunteers for Ukraine Inc.,"1000 Northbrook Dr., Ste 100 Trevose, PA 19053",Payment Cleared,Daniel Rebar,Yes,Single,"55,000.00",,USD,9/15/25,9/15/25,9/25/25,Beloved In Christ,None,Funding for EuroShield Overland in Ukraine,EuroShield Overland is a program that supports overland journeys to Ukrainian veterans and their families free of cost to them.,9/25/25,559340,88-1037764
11184355,Modern Day Missions,"P.O. Box 535578 Grand Prairie, TX 75053-5578",Payment Cleared,Ms Revee,Yes,Single,"5,000.00",0.00,USD,8/4/25,8/4/25,8/7/25,Beloved In Christ,None,"At the discretion of the charity, for Circuit Riders Staff Support",,8/11/25,553479,26-2978592
10676217,Beloved in Christ Gallery,"PO Box 1149 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"500,000.00",0.00,USD,5/2/25,5/2/25,5/12/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund.,The grantee is a Private Operating Foundation that has signed an affidavit prepared by legal.,5/12/25,539866,87-4045476
11331754,M3 Romania NFP,"1601 Winchester Ln Schaumburg, IL 60193",Payment Cleared,Pastor Nelutu (John) Lubas,Yes,Single,"62,600.00",,USD,9/11/25,9/11/25,9/18/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,,9/18/25,558931,27-2939056
11331761,M3 Romania NFP,"1601 Winchester Ln Schaumburg, IL 60193",Payment Cleared,Pastor Nelutu (John) Lubas,Yes,Single,"55,000.00",,USD,9/11/25,9/11/25,9/18/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,,9/18/25,558932,27-2939056
10927146,Christian Life Church of Austin,"4700 West Gate Blvd Attn: Financial , Austin, TX 78745",Payment Cleared,,Yes,Single,"25,000.00",0.00,USD,6/29/25,6/29/25,7/3/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund.,,7/3/25,548483,74-2453636
11500696,Christian Life Church of Austin,"4700 West Gate Blvd Attn: Financial , Austin, TX 78745",Payment Cleared,,Yes,Single,"5,000.00",,USD,10/12/25,10/12/25,10/16/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,,10/16/25,563993,74-2453636
11343610,Oral Roberts University,"7777 S. Lewis Avenue Tulsa, OK 74171",Payment Cleared,"Andrew Lang, PhD",Yes,Single,"19,200.00",,USD,9/11/25,9/11/25,10/10/25,Beloved In Christ,None,Scholarship Fund,,10/10/25,558922,73-0739626
11344860,Luis Palau Evangelistic Association,"PO Box 50 Portland, OR 97207",Payment Cleared,,Yes,Single,"500,000.00",,USD,9/12/25,9/12/25,9/18/25,Beloved In Christ,None,Where needed most / Unrestricted / General support. Recommended by Beloved in Christ Fund.,,9/18/25,558925,93-0713827
11344863,Bright City Ministries,"PO Box 3032 Marble Falls, TX 78654",Payment Cleared,Jarod Breakiron,Yes,Single,"125,000.00",,USD,9/12/25,9/12/25,9/18/25,Beloved In Christ,None,James127 Ministry donation,,9/18/25,558929,85-3966985
11299403,Christian Life Church of Austin,"4700 West Gate Blvd Attn: Financial , Austin, TX 78745",Payment Cleared,,Yes,Single,"5,000.00",,USD,9/7/25,9/7/25,9/10/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund,,9/17/25,192430,74-2453636
11240034,Beloved in Christ Gallery,"PO Box 1149 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"500,000.00",0.00,USD,8/20/25,8/20/25,8/28/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,The grantee is a Private Operating Foundation that has signed an affidavit prepared by legal.,8/28/25,556087,87-4045476
11531909,Beloved in Christ Gallery,"PO Box 1149 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"250,000.00",,USD,10/17/25,10/17/25,10/27/25,Beloved In Christ,None,Where needed most / Unrestricted / General support. Recommended by the Beloved in Christ Fund.,The grantee is a Private Operating Foundation that has signed an affidavit prepared by legal.,10/27/25,565715,87-4045476
10319122,Faith Academy of Marble Falls,"P.O. Box 1240 , Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"400,000.00",0.00,USD,2/13/25,2/13/25,2/24/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,,2/24/25,528120,74-2888658
10319123,Faith Academy of Marble Falls,"P.O. Box 1240 , Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"210,000.00",0.00,USD,2/13/25,2/13/25,2/24/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,,2/24/25,528119,74-2888658
10319124,Friends of Mishteret Yisrael - Yatar Division Inc,"P.O. Box 632 Woodmere, NY 11598",Payment Cleared,,Yes,Single,"10,000.00",0.00,USD,2/13/25,2/13/25,2/19/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund.,,3/17/25,177746,81-1341527
10319125,Highland Lakes Crisis Network,"1000 Ridge Point Dr Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"110,000.00",0.00,USD,2/13/25,2/13/25,2/24/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,Unrestricted gift. Recommended by the Beloved in Christ Fund,,2/24/25,527692,83-2515465
10319127,United in Crisis Inc.,"P.O. Box 2053 Lee's Summit, MO 64063",Payment Cleared,,Yes,Single,"150,000.00",0.00,USD,2/13/25,2/13/25,2/20/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,,2/20/25,527689,92-3622073
10566895,Young Life,"P.O. Box 5186 Boone, IA 50950-0186",Payment Cleared,,Yes,Single,"50,000.00",0.00,USD,4/10/25,4/10/25,4/17/25,Beloved In Christ,None,Donation for Young Life Tahoe/Truckee Operations (CA576),ID number referenced in the Grant Purpose is used internally by the charity for record-keeping purposes.,4/17/25,536433,84-0385934
10566898,Young Life,"P.O. Box 5186 Boone, IA 50950-0186",Payment Cleared,,Yes,Single,"50,000.00",0.00,USD,4/10/25,4/10/25,4/17/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,"Donation for Young Life Marble Falls, TX Operations (TX170)",ID number referenced in the Grant Purpose is used internally by the charity for record-keeping purposes.,4/17/25,536432,84-0385934
10319841,University of Texas at Austin,"1 University Station, Mail Stop A3000 Austin, TX 78712",Payment Cleared,Mary Jean (MJ) Parker,Yes,Single,"150,000.00",0.00,USD,2/14/25,2/14/25,2/22/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,For the Texas Science and Natural History Museum at UT-Austin. Recommended by the Beloved in Christ Fund.,,2/22/25,527686,74-6000203
11157817,Beloved in Christ Gallery,"PO Box 1149 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"500,000.00",0.00,USD,7/28/25,7/28/25,7/31/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,General support. Recommended by Beloved in Christ Fund.,The grantee is a Private Operating Foundation that has signed an affidavit prepared by legal.,7/31/25,552377,87-4045476
11345057,Christian Life Church of Austin,"4700 West Gate Blvd Attn: Financial , Austin, TX 78745",Payment Cleared,,Yes,Single,"5,000.00",,USD,9/14/25,9/14/25,9/17/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,,9/24/25,192844,74-2453636
10366044,Latin American Fellowship INC,"34224 Seven Mile Ln. SE Albany, OR 97322",Payment Cleared,,Yes,Single,"75,000.00",0.00,USD,2/26/25,2/26/25,3/6/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,,3/6/25,530001,93-6033108
10377912,United in Crisis Inc.,"P.O. Box 2053 Lee's Summit, MO 64063",Payment Cleared,Mkhululi Letsatsi,Yes,Single,"50,000.00",0.00,USD,3/3/25,3/3/25,3/10/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,United in Crisis South Africa. Recommended by the Beloved in Christ Fund.,,3/10/25,530523,92-3622073
10932914,World Evangelical Alliance,"PO Box 7099  , Deerfield, IL 60015",Payment Cleared,"Peirong Lin, Ph.D.",Yes,Single,"100,000.00",0.00,USD,7/1/25,7/1/25,7/10/25,Beloved In Christ,None,Where needed most / Unrestricted / General support,,7/10/25,549627,23-7254928
10377935,"The Leukemia &amp; Lymphoma Society dba Blood Cancer United, Inc.","P.O. Box 22324 New York, NY 10087",Payment Cleared,,Yes,Single,"5,000.00",0.00,USD,3/3/25,3/3/25,3/10/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,Student Visionaries of the Year West Chester/Fairfield Program,"Visionaries of the Year campaign is a 7-week philanthropic competition for leaders in local communities where their team members raise funds for LLS in honor of local blood cancer survivors. Per charity, confirmed there is no fundraising minimum.",3/11/25,530760,13-5644916
10404859,Impact Christian Youth Camp Inc dba Camp of the Hills,"1552 CR 344 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"250,000.00",0.00,USD,3/6/25,3/6/25,3/13/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund.,,3/13/25,531309,74-2614354
10404862,Latin American Fellowship INC,"34224 Seven Mile Ln. SE Albany, OR 97322",Payment Cleared,,Yes,Single,"150,000.00",0.00,USD,3/6/25,3/6/25,3/13/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund.,,3/13/25,531313,93-6033108
